Автор,Повне ім'я,Рік народження,Рік смерті,Місце народження (населений пункт),Район,Регіон1,URL,Рідна мова,Стать,Місце народження,Регіон
Олег Романчук,Романчук Олег Костянтинович,1951.0,,,Кам'янський район,,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D1%87%D1%83%D0%BA_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%9A%D0%BE%D1%81%D1%82%D1%8F%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Кам'янка,Молдова
Аттила Могильний,Могильний Аттила Вікторович,1963.0,2008.0,,,,https://uk.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B3%D0%B8%D0%BB%D1%8C%D0%BD%D0%B8%D0%B9_%D0%90%D1%82%D1%82%D0%B8%D0%BB%D0%B0_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Київ,Україна
Андрій Малишко,Малишко Андрій Самійлович,1912.0,1970.0,,Обухівський,,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B8%D1%88%D0%BA%D0%BE_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%A1%D0%B0%D0%BC%D1%96%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Обухів,Київська
Андрій Дуда,Андрій Дуда,1981.0,,,,,https://uk.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%94%D1%83%D0%B4%D0%B0,LV,M,Єлгава,Латвія
Олександр Пагіря,Пагіря Олександр Михайлович,1987.0,,,Ужгородський,,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%B3%D1%96%D1%80%D1%8F_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Ужгород,Закарпатська
Андрій Горняткевич,Горняткевич Андрій Дем'янович,1937.0,,,Чортківський,,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BD%D1%8F%D1%82%D0%BA%D0%B5%D0%B2%D0%B8%D1%87_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%94%D0%B5%D0%BC%27%D1%8F%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Кривеньке,Тернопільська
Анатолій Павленко,Павленко Анатолій Федорович,1940.0,2016.0,,Владивостокский городской округ,,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,RU,F,Владивосток,Росія
Ігор Маленький,Маленький Ігор Мирославович,1962.0,2018.0,,Тернопільський,,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B5%D0%BD%D1%8C%D0%BA%D0%B8%D0%B9_%D0%86%D0%B3%D0%BE%D1%80_%D0%9C%D0%B8%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Тернопіль,Тернопільська
Іван Рибчин,Рибчин Іван,1892.0,,,Івано-Франківський,,https://uk.wikipedia.org/wiki/%D0%A0%D0%B8%D0%B1%D1%87%D0%B8%D0%BD_%D0%86%D0%B2%D0%B0%D0%BD,UK,M,Братишів,Івано-Франківська
Іван Озаркевич,Озаркевич Іван Григорович,1795.0,1854.0,,Коломийський,,https://uk.wikipedia.org/wiki/%D0%9E%D0%B7%D0%B0%D1%80%D0%BA%D0%B5%D0%B2%D0%B8%D1%87_%D0%86%D0%B2%D0%B0%D0%BD_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Белелуя,Івано-Франківська
Юрій Студинський,Студинський Юрій Кирилович,1903.0,1965.0,,Львівський,,https://uk.wikipedia.org/wiki/%D0%A1%D1%82%D1%83%D0%B4%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%AE%D1%80%D1%96%D0%B9_%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Львів,Львівська
Юрій Смолич,Смолич Юрій Корнійович,1900.0,1976.0,,Уманський,,https://uk.wikipedia.org/wiki/%D0%A1%D0%BC%D0%BE%D0%BB%D0%B8%D1%87_%D0%AE%D1%80%D1%96%D0%B9_%D0%9A%D0%BE%D1%80%D0%BD%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Умань,Черкаська
Юрій Семенко,Семенко Юрій Сергійович,1920.0,2003.0,,Алчевський,,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE_%D0%AE%D1%80%D1%96%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Михайлівка,Луганська
Сергій Головатий,Головатий Сергій Петрович,1954.0,,,Одеський,,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D0%BB%D0%BE%D0%B2%D0%B0%D1%82%D0%B8%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Одеса,Одеська
Олександр Скіпальський,Скіпальський Олександр Олександрович,1945.0,,,Ковельський,,https://uk.wikipedia.org/wiki/%D0%A1%D0%BA%D1%96%D0%BF%D0%B0%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Вижгів,Волинська
Михайло Швагуляк,Швагуляк Михайло Миколайович,1936.0,,,Львівський,,https://uk.wikipedia.org/wiki/%D0%A8%D0%B2%D0%B0%D0%B3%D1%83%D0%BB%D1%8F%D0%BA_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Дідилів,Львівська
Микола Мушинка,Мушинка Микола Іванович,1936.0,2024.0,,gmina Kurów,,https://uk.wikipedia.org/wiki/%D0%9C%D1%83%D1%88%D0%B8%D0%BD%D0%BA%D0%B0_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,PL,M,Курів,Польща
Микола Лукаш,Лукаш Микола Олексійович,1919.0,1988.0,,Конотопський,,https://uk.wikipedia.org/wiki/%D0%9B%D1%83%D0%BA%D0%B0%D1%88_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Кролевець,Сумська
Михайло Гайдай,Гайдай Михайло Петрович,1878.0,1965.0,,,,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D0%B9%D0%B4%D0%B0%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Україна,Україна
Микита Шаповал,Шаповал Микита Юхимович,1882.0,1932.0,,Черкаський,,https://uk.wikipedia.org/wiki/%D0%A8%D0%B0%D0%BF%D0%BE%D0%B2%D0%B0%D0%BB_%D0%9C%D0%B8%D0%BA%D0%B8%D1%82%D0%B0_%D0%AE%D1%85%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Сріблянка,Черкаська
Леонід Новиченко,Новиченко Леонід Миколайович,1914.0,1996.0,,Дніпровський,,https://uk.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%B8%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Русанівка,Україна
Лев Толстой,Толстой Лев Миколайович,1828.0,1910.0,,Донецький,,https://uk.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9_%D0%9B%D0%B5%D0%B2_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Ясна,Донецька
Валентина Кузик,Кузик Валентина Володимирівна,1944.0,,,Каховський,,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D0%B8%D0%BA_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D1%96%D0%B2%D0%BD%D0%B0,UK,M,Чаплинка,Херсонська
Богдан-Ігор Антонич,Антонич Богдан-Ігор Васильович,1909.0,1937.0,,Калуський,,https://uk.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%B8%D1%87_%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD-%D0%86%D0%B3%D0%BE%D1%80_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Новиця,Івано-Франківська
Аскольд Лозинський,Лозинський Аскольд Євгенович,1952.0,,,,,https://uk.wikipedia.org/wiki/%D0%9B%D0%BE%D0%B7%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%90%D1%81%D0%BA%D0%BE%D0%BB%D1%8C%D0%B4_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,EN,M,Нью-Йорк,Сполучені Штати Америки
Антін Кущинський,Кущинський Антін Андрійович,1897.0,,,Миргородський,,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%89%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%90%D0%BD%D1%82%D1%96%D0%BD_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Лохвиця,Полтавська
Анатолій Голубченко,Голубченко Анатолій Костянтинович,1950.0,,,Ніжинський,,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D0%BB%D1%83%D0%B1%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%9A%D0%BE%D1%81%D1%82%D1%8F%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Жданів,Чернігівська
Єжи Єнджеєвич,Єжи Єнджеєвич,1902.0,1975.0,,gmina Końskie,,https://uk.wikipedia.org/wiki/%D0%84%D0%B6%D0%B8_%D0%84%D0%BD%D0%B4%D0%B6%D0%B5%D1%94%D0%B2%D0%B8%D1%87,PL,M,Конське,Польща
Ярослав Старух,Старух Ярослав Тимотейович,1910.0,,,Тернопільський,,https://uk.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%80%D1%83%D1%85_%D0%AF%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2_%D0%A2%D0%B8%D0%BC%D0%BE%D1%82%D0%B5%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Золота Слобода,Тернопільська
Яр Славутич,Яр Славутич,1918.0,2011.0,,Білоцерківський,,https://uk.wikipedia.org/wiki/%D0%AF%D1%80_%D0%A1%D0%BB%D0%B0%D0%B2%D1%83%D1%82%D0%B8%D1%87,UK,M,Олександрійський,Київська
Юрій Іллєнко,Іллєнко Юрій Герасимович,1936.0,2010.0,,Черкаський,,https://uk.wikipedia.org/wiki/%D0%86%D0%BB%D0%BB%D1%94%D0%BD%D0%BA%D0%BE_%D0%AE%D1%80%D1%96%D0%B9_%D0%93%D0%B5%D1%80%D0%B0%D1%81%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Черкаси,Черкаська
Юлія Шевчук,Шевчук Юлія Володимирівна,1998.0,,,,,https://uk.wikipedia.org/wiki/%D0%A8%D0%B5%D0%B2%D1%87%D1%83%D0%BA_%D0%AE%D0%BB%D1%96%D1%8F_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D1%96%D0%B2%D0%BD%D0%B0,,M,,
Степан Василевський,Василевський Степан Іванович,1900.0,1937.0,,,,https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B5%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,PL,M,Польща,Польща
Сава Божко,Божко Сава Захарович,1901.0,1947.0,,Білгород-Дністровський,,https://uk.wikipedia.org/wiki/%D0%91%D0%BE%D0%B6%D0%BA%D0%BE_%D0%A1%D0%B0%D0%B2%D0%B0_%D0%97%D0%B0%D1%85%D0%B0%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Крутоярівка,Одеська
Рудо Моріц,Рудо Моріц,1921.0,1985.0,,Жилінський край,,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%B4%D0%BE_%D0%9C%D0%BE%D1%80%D1%96%D1%86,SK,M,Mартін,Словаччина
Роман Федорів,Федорів Роман Миколайович,1930.0,2001.0,,Стрийський,,https://uk.wikipedia.org/wiki/%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D1%96%D0%B2_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Братківці,Львівська
Олекса Гуреїв,Гуреїв Олексій Іванович,1913.0,1999.0,,,,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D1%80%D0%B5%D1%97%D0%B2_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Інгулець,Україна
Олекса Горбач,Горбач Олекса Теодорович,1918.0,,,Житомирський,,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B1%D0%B0%D1%87_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0_%D0%A2%D0%B5%D0%BE%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Романів,Житомирська
Володимир Кулик,Кулик Володимир Михайлович,1963.0,,,Херсонський,,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D0%B8%D0%BA_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Черешеньки,Херсонська
Олег Яськів,Олег Яськів,1972.0,,,Львівський,,https://uk.wikipedia.org/wiki/%D0%9E%D0%BB%D0%B5%D0%B3_%D0%AF%D1%81%D1%8C%D0%BA%D1%96%D0%B2,UK,M,Львів,Львівська
Микола Рибак,Рибак Микола,1890.0,1973.0,,,,https://uk.wikipedia.org/wiki/%D0%A0%D0%B8%D0%B1%D0%B0%D0%BA_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0,HU,M,Угорщина,Угорщина
Микола Поліщук,Поліщук Микола Єфремович,1944.0,,,Хмільницький,,https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D1%96%D1%89%D1%83%D0%BA_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%84%D1%84%D1%80%D0%B5%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Лип’ятин,Вінницька
Микола Матола,Матола Микола Омелянович,1952.0,1993.0,,Мукачівський,,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D0%BE%D0%BB%D0%B0_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9E%D0%BC%D0%B5%D0%BB%D1%8F%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,RU,M,Мукачево,Україна
Микола Закусило,Закусило Микола Іванович,1956.0,,,,,https://uk.wikipedia.org/wiki/%D0%97%D0%B0%D0%BA%D1%83%D1%81%D0%B8%D0%BB%D0%BE_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,FR,M,Малі,Малі
Микола Вороний,Вороний Микола Кіндратович,1871.0,1938.0,,Павлоградський,,https://uk.wikipedia.org/wiki/%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D0%B8%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9A%D1%96%D0%BD%D0%B4%D1%80%D0%B0%D1%82%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Катеринославська,Дніпропетровська
Матвій Стахів,Стахів Матвій Іванович,1895.0,1978.0,,Зборівський,,https://uk.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%85%D1%96%D0%B2_%D0%9C%D0%B0%D1%82%D0%B2%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Зборівський район,Тернопільська
Марина Новікова,Новикова Марія Олексіївна,1944.0,,,городской округ Барнаул,,https://uk.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0_%D0%9C%D0%B0%D1%80%D1%96%D1%8F_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D1%97%D0%B2%D0%BD%D0%B0,RU,F,Барнаул,Росія
Любомир Сеник,Сеник Любомир Тадейович,1930.0,2021.0,,Чернігівський,,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD%D0%B8%D0%BA_%D0%9B%D1%8E%D0%B1%D0%BE%D0%BC%D0%B8%D1%80_%D0%A2%D0%B0%D0%B4%D0%B5%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Чернігів,Чернігівська
Леонід Вернигора,Вернигора Леонід Михайлович,1939.0,,,Полтавський,,https://uk.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D0%BD%D0%B8%D0%B3%D0%BE%D1%80%D0%B0_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Решетилівка,Полтавська
Костянтин Дорошенко,Дорошенко Костянтин Володимирович,1972.0,,,,,https://uk.wikipedia.org/wiki/%D0%94%D0%BE%D1%80%D0%BE%D1%88%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9A%D0%BE%D1%81%D1%82%D1%8F%D0%BD%D1%82%D0%B8%D0%BD_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Київ,Україна
Кость Гіммельрайх,Гіммельрайх Кость Павлович,1912.0,1991.0,,Кингисеппский район,,https://uk.wikipedia.org/wiki/%D0%93%D1%96%D0%BC%D0%BC%D0%B5%D0%BB%D1%8C%D1%80%D0%B0%D0%B9%D1%85_%D0%9A%D0%BE%D1%81%D1%82%D1%8C_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,RU,M,Івангород,Росія
Дмитро Десятерик,Десятерик Дмитро Валентинович,1964.0,,,,,https://uk.wikipedia.org/wiki/%D0%94%D0%B5%D1%81%D1%8F%D1%82%D0%B5%D1%80%D0%B8%D0%BA_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,BE,M,Дніпро,Білорусь
Джордж Фрідман,Джордж Фрідман,1949.0,,,Центральна Угорщина,,https://uk.wikipedia.org/wiki/%D0%94%D0%B6%D0%BE%D1%80%D0%B4%D0%B6_%D0%A4%D1%80%D1%96%D0%B4%D0%BC%D0%B0%D0%BD,HU,M,Будапешт,Угорщина
Григорій Зленко,Зленко Григорій Дем'янович,1934.0,2015.0,,Самбірський,,https://uk.wikipedia.org/wiki/%D0%97%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%96%D0%B9_%D0%94%D0%B5%D0%BC%27%D1%8F%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Потік,Львівська
Віталій Юрченко,Юрченко Віталій,1900.0,,,Уманський,,https://uk.wikipedia.org/wiki/%D0%AE%D1%80%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D1%96%D1%82%D0%B0%D0%BB%D1%96%D0%B9,UK,F,Текуча,Черкаська
Віталій Коваль,Коваль Віталій Станіславович,1981.0,,,Рівненський,,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B2%D0%B0%D0%BB%D1%8C_%D0%92%D1%96%D1%82%D0%B0%D0%BB%D1%96%D0%B9_%D0%A1%D1%82%D0%B0%D0%BD%D1%96%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87,UK,F,Березне,Рівненська
Віктор Шишкін,Шишкін Віктор Іванович,1952.0,,,Адміністративно-територіальні одиниці лівобережжя Дністра,,https://uk.wikipedia.org/wiki/%D0%A8%D0%B8%D1%88%D0%BA%D1%96%D0%BD_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,RO,M,Тирасполь,Молдова
Володимир Панкеєв,Панкеєв Володимир Володимирович,1966.0,2007.0,,Володимирський,,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BD%D0%BA%D0%B5%D1%94%D0%B2_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Нововолинськ,Волинська
Володимир Борисенко,Брати Борисенки,1992.0,,,,,https://uk.wikipedia.org/wiki/%D0%91%D1%80%D0%B0%D1%82%D0%B8_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%B5%D0%BD%D0%BA%D0%B8,BE,M,Дніпро,Білорусь
Валер'ян Підмогильний,Підмогильний Валер'ян Петрович,1901.0,1937.0,,Самбірський,,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%B4%D0%BC%D0%BE%D0%B3%D0%B8%D0%BB%D1%8C%D0%BD%D0%B8%D0%B9_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%27%D1%8F%D0%BD_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,RU,M,Чаплі,Львівська
Артур Білоус,Білоус Артур Олександрович,1968.0,,,,,https://uk.wikipedia.org/wiki/%D0%91%D1%96%D0%BB%D0%BE%D1%83%D1%81_%D0%90%D1%80%D1%82%D1%83%D1%80_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Київ,Україна
Євген Примаков,Примаков Євген Максимович,1929.0,2015.0,,,,https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BC%D0%B0%D0%BA%D0%BE%D0%B2_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD_%D0%9C%D0%B0%D0%BA%D1%81%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Київ,Україна
Юрій Керекеш,Керекеш Юрій Юрійович,1921.0,2007.0,,Мукачівський,,https://uk.wikipedia.org/wiki/%D0%9A%D0%B5%D1%80%D0%B5%D0%BA%D0%B5%D1%88_%D0%AE%D1%80%D1%96%D0%B9_%D0%AE%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,F,Великі Лучки,Україна
Софія Мельник,Мельник Софія Валентинівна,2002.0,,,Олександрійський,,https://uk.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA_%D0%A1%D0%BE%D1%84%D1%96%D1%8F_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D1%96%D0%B2%D0%BD%D0%B0,UK,M,Олександрія,Кіровоградська
Сергій Солодкий,Сергій Солодкий,,,,,,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%A1%D0%BE%D0%BB%D0%BE%D0%B4%D0%BA%D0%B8%D0%B9,,M,,
Святослав Ольшенко-Вільха,Святослав Ольшенко-Вільха,1913.0,,,Львівський,,https://uk.wikipedia.org/wiki/%D0%A1%D0%B2%D1%8F%D1%82%D0%BE%D1%81%D0%BB%D0%B0%D0%B2_%D0%9E%D0%BB%D1%8C%D1%88%D0%B5%D0%BD%D0%BA%D0%BE-%D0%92%D1%96%D0%BB%D1%8C%D1%85%D0%B0,UK,M,Львів,Львівська
Олексій Кучеренко,Кучеренко Олексій Юрійович,1961.0,,,Вінницький,,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%87%D0%B5%D1%80%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9_%D0%AE%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,Вінниця,Вінницька
Олег Федишин,Федишин Олег,1928.0,2006.0,,Рівненський,,https://uk.wikipedia.org/wiki/%D0%A4%D0%B5%D0%B4%D0%B8%D1%88%D0%B8%D0%BD_%D0%9E%D0%BB%D0%B5%D0%B3,UK,M,Глибочок,Рівненська
Оксана Лятуринська,Лятуринська Оксана Михайлівна,1902.0,1970.0,,Міське поселення Лиски,,https://uk.wikipedia.org/wiki/%D0%9B%D1%8F%D1%82%D1%83%D1%80%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B0_%D0%9E%D0%BA%D1%81%D0%B0%D0%BD%D0%B0_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D1%96%D0%B2%D0%BD%D0%B0,RU,M,Ліски,Росія
